uid,lat,long,base,duration,outcome,category,color
Inve019171,57.63,-2.75,Inverness,315,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve020171,57.63,-2.75,Inverness,105,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve021171,57.71,-2.6,Inverness,245,Stood Down,Search (Only),"rgb(210,95,21)"
Inve022171,58.49,-3.5,Inverness,195,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve023171,58.5,-3.48,Inverness,56,Stood Down,Rescue/ Recovery,"rgb(210,95,21)"
Inve024171,57.65,-3.57,Inverness,115,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve025171,56.85,-3.05,Inverness,35,Stood Down,Search (Only),"rgb(210,95,21)"
Inve026171,57.96,-5.2,Inverness,85,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve027171,56.99,-5.5,Inverness,230,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve028171,57.19,-4.07,Inverness,190,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve029171,58.95,-2.9,Inverness,205,Complete,Pre-arranged Transfer,"rgb(210,95,21)"
Inve030171,57.15,-5.18,Inverness,180,Stood Down,Search (Only),"rgb(210,95,21)"
Inve031171,57.18,-5.19,Inverness,90,Complete,Support,"rgb(210,95,21)"
Inve032171,57.33,-5.3,Inverness,85,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve033171,56.76,-3.61,Inverness,55,Stood Down,Rescue/ Recovery,"rgb(210,95,21)"
Inve034171,57.18,-4.07,Inverness,112,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve035171,58.57,-4.0,Inverness,105,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve036171,56.81,-4.94,Inverness,70,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve037171,56.53,-5.32,Inverness,105,Stood Down,Search (Only),"rgb(210,95,21)"
Inve038171,56.81,-4.96,Inverness,65,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve039171,56.45,-4.71,Inverness,160,Stood Down,Search (Only),"rgb(210,95,21)"
Inve040171,56.52,-5.93,Inverness,145,Complete,Pre-arranged Transfer,"rgb(210,95,21)"
Inve041171,55.74,-2.43,Inverness,150,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve042171,58.95,-2.9,Inverness,210,Complete,Pre-arranged Transfer,"rgb(210,95,21)"
Inve043171,56.8,-5.02,Inverness,5,Stood Down,Rescue/ Recovery,"rgb(210,95,21)"
Inve044171,56.99,-5.52,Inverness,105,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve045171,56.8,-5.04,Inverness,210,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve046171,57.28,-5.77,Inverness,5,Stood Down,Search (Only),"rgb(210,95,21)"
Inve047171,57.17,-5.42,Inverness,40,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve048171,57.62,-6.2,Inverness,250,Complete,Support,"rgb(210,95,21)"
Inve049171,58.04,-5.42,Inverness,85,Complete,Support,"rgb(210,95,21)"
Inve050171,57.17,-3.82,Inverness,50,Stood Down,Search (Only),"rgb(210,95,21)"
Inve051171,57.97,-0.92,Inverness,130,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve052171,57.81,-4.04,Inverness,55,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Lee001171,50.55,0.84,Lee On Solent,134,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee002171,50.7,-1.3,Lee On Solent,51,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee003171,50.8,-0.5,Lee On Solent,28,Stood Down,Search (Only),"rgb(0,149,59)"
Lee004171,50.67,-1.95,Lee On Solent,152,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee005171,50.71,-1.3,Lee On Solent,60,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee006171,50.71,-1.3,Lee On Solent,54,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee007171,51.66,2.31,Lee On Solent,243,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee008171,51.67,-0.94,Lee On Solent,20,Stood Down,Support,"rgb(0,149,59)"
Lee009171,50.72,-1.31,Lee On Solent,67,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee010171,50.78,-0.57,Lee On Solent,89,Complete,Support,"rgb(0,149,59)"
Lee011171,50.71,-1.3,Lee On Solent,81,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee012171,50.8,-2.0,Lee On Solent,86,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee013171,50.67,-1.49,Lee On Solent,65,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee014171,50.71,-1.3,Lee On Solent,65,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee015171,50.71,-1.3,Lee On Solent,61,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee016171,50.71,-1.3,Lee On Solent,60,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee017171,50.8,-0.17,Lee On Solent,119,Complete,Search (Only),"rgb(0,149,59)"
Lee018171,50.71,-1.3,Lee On Solent,61,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee019171,50.67,-0.33,Lee On Solent,118,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee020171,50.71,-1.3,Lee On Solent,76,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee021171,50.72,-1.31,Lee On Solent,73,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee022171,50.72,-1.31,Lee On Solent,59,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee023171,50.71,-1.3,Lee On Solent,62,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee024171,50.71,-1.3,Lee On Solent,62,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee025171,50.7,-1.28,Lee On Solent,66,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee026171,51.33,-0.86,Lee On Solent,133,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee027171,50.71,-1.3,Lee On Solent,65,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee028171,50.79,-1.34,Lee On Solent,45,Stood Down,Search (Only),"rgb(0,149,59)"
Lee029171,50.77,-0.88,Lee On Solent,19,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee030171,50.79,-1.01,Lee On Solent,74,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee031171,50.72,-1.3,Lee On Solent,81,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee032171,50.71,-1.3,Lee On Solent,94,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee033171,50.71,-1.3,Lee On Solent,62,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee034171,50.71,-1.3,Lee On Solent,75,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee035171,50.81,-1.2,Lee On Solent,63,Stood Down,Search (Only),"rgb(0,149,59)"
Lee036171,50.71,-1.29,Lee On Solent,65,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee037171,50.71,-1.3,Lee On Solent,49,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee038171,50.71,-1.3,Lee On Solent,63,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee039171,50.71,-1.29,Lee On Solent,66,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee040171,50.71,-1.3,Lee On Solent,100,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee041171,50.71,-1.3,Lee On Solent,53,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee042171,50.69,-1.93,Lee On Solent,77,Stood Down,Search (Only),"rgb(0,149,59)"
Lee043171,50.77,-1.29,Lee On Solent,79,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee044171,50.76,-1.53,Lee On Solent,57,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee045171,50.71,-1.3,Lee On Solent,63,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee046171,50.83,-0.48,Lee On Solent,25,Stood Down,Support,"rgb(0,149,59)"
Lee047171,50.79,-1.1,Lee On Solent,10,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee048171,50.78,-1.04,Lee On Solent,81,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lydd001171,52.33,1.34,Lydd,149,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd002171,51.42,0.9,Lydd,45,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd003171,50.54,0.33,Lydd,86,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd004171,50.74,0.19,Lydd,121,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd005171,50.77,0.28,Lydd,140,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd006171,51.66,2.31,Lydd,195,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd007171,52.18,1.62,Lydd,53,Stood Down,Support,"rgb(201,146,18)"
Lydd008171,52.3,2.52,Lydd,229,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd009171,51.32,1.13,Lydd,7,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd010171,51.39,0.52,Lydd,116,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd011171,51.53,0.8,Lydd,40,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd012171,51.21,0.42,Lydd,28,Aborted-Weather,Search (Only),"rgb(201,146,18)"
Lydd013171,51.23,1.95,Lydd,196,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd014171,51.88,0.24,Lydd,4,Stood Down,Support,"rgb(201,146,18)"
Lydd015171,51.89,1.69,Lydd,172,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd016171,51.45,0.38,Lydd,183,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd017171,50.7,-0.15,Lydd,57,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd018171,50.74,0.22,Lydd,132,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd019171,52.56,1.72,Lydd,410,Complete,Pre-arranged Transfer,"rgb(201,146,18)"
Lydd020171,51.1,1.29,Lydd,131,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd021171,51.96,1.35,Lydd,107,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd022171,50.57,0.7,Lydd,43,Stood Down,Support,"rgb(201,146,18)"
Lydd023171,50.74,0.25,Lydd,74,Stood Down,Support,"rgb(201,146,18)"
Lydd027171,51.9,0.25,Lydd,10,Stood Down,Support,"rgb(201,146,18)"
Lydd024171,50.79,0.27,Lydd,165,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd025171,51.97,2.31,Lydd,120,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd026171,51.4,0.95,Lydd,49,Stood Down,Support,"rgb(201,146,18)"
Lydd028171,51.09,1.2,Lydd,43,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd029171,52.29,1.64,Lydd,10,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd030171,51.43,1.42,Lydd,139,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd031171,51.39,1.36,Lydd,29,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd032171,51.39,-1.39,Lydd,33,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd033171,50.74,0.25,Lydd,88,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd034171,51.44,0.76,Lydd,115,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd035171,50.82,-0.16,Lydd,176,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd036171,52.34,1.69,Lydd,213,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd037171,51.33,1.37,Lydd,83,Complete,Support,"rgb(201,146,18)"
Newq001171,50.76,-4.54,Newquay,190,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq002171,49.91,-6.29,Newquay,109,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq003171,49.01,-6.46,Newquay,185,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq004171,49.91,-6.29,Newquay,112,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq005171,50.15,-5.07,Newquay,106,Complete (Nothing Found),Search (Only),"rgb(102,194,203)"
Newq006171,50.35,-4.14,Newquay,97,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq007171,50.34,-4.77,Newquay,123,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq008171,49.91,-6.29,Newquay,105,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq009171,50.1,-5.15,Newquay,60,Stood Down,Search (Only),"rgb(102,194,203)"
Newq010171,50.21,-5.46,Newquay,119,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq011171,50.13,-5.7,Newquay,121,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq012171,49.91,-6.29,Newquay,115,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq013171,49.51,-6.9,Newquay,143,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq014171,49.91,-6.29,Newquay,105,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq015171,49.94,-6.33,Newquay,92,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq016171,50.3,-3.41,Newquay,185,Complete,Support,"rgb(102,194,203)"
Newq017171,51.15,-4.66,Newquay,137,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq018171,49.8,-4.11,Newquay,105,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq019171,49.94,-6.33,Newquay,87,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq020171,50.52,-5.02,Newquay,65,Complete (Nothing Found),Search (Only),"rgb(102,194,203)"
Newq021171,50.95,-4.55,Newquay,64,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq022171,50.36,-5.16,Newquay,78,Complete,Support,"rgb(102,194,203)"
Newq023171,49.77,-8.05,Newquay,211,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq024171,50.62,-4.73,Newquay,121,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq025171,50.64,-4.77,Newquay,29,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq026171,49.58,-4.48,Newquay,105,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq027171,50.83,-4.56,Newquay,115,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq028171,50.93,-4.55,Newquay,102,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq029171,49.25,-7.45,Newquay,173,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq030171,50.14,-5.01,Newquay,30,Stood Down,Search (Only),"rgb(102,194,203)"
Newq031171,50.44,-4.99,Newquay,43,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq032171,50.16,-5.66,Newquay,65,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq033171,51.16,-4.67,Newquay,101,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq034171,50.16,-5.49,Newquay,26,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq035171,50.36,-4.16,Newquay,152,Stood Down,Search (Only),"rgb(102,194,203)"
Newq036171,49.75,-4.78,Newquay,115,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq037171,49.91,-6.29,Newquay,104,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq038171,50.41,-5.13,Newquay,132,Stood Down,Search (Only),"rgb(102,194,203)"
Newq039171,50.12,-5.54,Newquay,127,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq040171,50.08,-5.54,Newquay,110,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq041171,49.91,-6.29,Newquay,105,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq042171,50.12,-5.55,Newquay,110,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq043171,49.92,-6.29,Newquay,103,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq044171,49.92,-6.34,Newquay,90,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq045171,50.12,-5.54,Newquay,150,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq046171,50.27,-5.09,Newquay,183,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq047171,49.89,-6.34,Newquay,112,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq048171,50.19,-5.44,Newquay,45,Stood Down,Rescue/ Recovery,"rgb(102,194,203)"
Newq049171,50.12,-5.61,Newquay,117,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq050171,50.32,-5.07,Newquay,111,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq051171,49.92,-6.29,Newquay,82,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq052171,49.92,-6.29,Newquay,137,Complete,Pre-arranged Transfer,"rgb(102,194,203)"
Newq053171,50.26,-5.29,Newquay,145,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq054171,50.82,-4.54,Newquay,90,Stood Down,Search (Only),"rgb(102,194,203)"
Newq055171,50.14,-5.04,Newquay,109,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq056171,51.16,-4.67,Newquay,189,Complete,Rescue/ Recovery,"rgb(102,194,203)"
Newq057171,49.94,-5.19,Newquay,49,Complete,Support,"rgb(102,194,203)"
Port001171,51.16,-4.24,Portland,14,Stood Down,Rescue/ Recovery,"rgb(84,86,91)"
Port002171,50.28,-3.77,Portland,82,Stood Down,Support,"rgb(84,86,91)"
Port003171,50.67,-0.93,Portland,7,Stood Down,Support,"rgb(84,86,91)"
Port004171,51.8,-4.34,Portland,122,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port005171,50.72,-1.99,Portland,124,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port006171,51.25,-2.42,Portland,126,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port007171,49.91,-6.29,Portland,252,Complete,Pre-arranged Transfer,"rgb(84,86,91)"
Port008171,50.69,-2.09,Portland,96,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port009171,50.83,-2.93,Portland,125,Stood Down,Search (Only),"rgb(84,86,91)"
Port010171,50.81,-2.47,Portland,17,Aborted-Weather,Rescue/ Recovery,"rgb(84,86,91)"
Port011171,50.71,-1.3,Portland,96,Complete,Pre-arranged Transfer,"rgb(84,86,91)"
Port012171,51.05,-2.44,Portland,122,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port013171,50.6,-2.4,Portland,45,Stood Down,Search (Only),"rgb(84,86,91)"
Port014171,50.35,-3.17,Portland,147,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port015171,50.59,-2.07,Portland,116,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port016171,50.39,-3.95,Portland,141,Stood Down,Search (Only),"rgb(84,86,91)"
Port017171,49.49,-2.59,Portland,199,Complete,Pre-arranged Transfer,"rgb(84,86,91)"
Port018171,49.2,-2.14,Portland,218,Complete,Pre-arranged Transfer,"rgb(84,86,91)"
Port019171,50.46,-3.54,Portland,70,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port020171,50.71,-1.87,Portland,79,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port021171,50.59,-2.01,Portland,120,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port022171,50.61,-1.89,Portland,96,Complete (Nothing Found),Search (Only),"rgb(84,86,91)"
Port023171,50.54,-2.45,Portland,145,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Port024171,50.72,-1.3,Portland,92,Complete,Pre-arranged Transfer,"rgb(84,86,91)"
Port025171,49.92,-6.29,Portland,238,Complete,Pre-arranged Transfer,"rgb(84,86,91)"
Port026171,49.91,-3.81,Portland,200,Complete,Rescue/ Recovery,"rgb(84,86,91)"
Pres001171,56.26,-4.28,Prestwick,111,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres002171,55.42,-5.6,Prestwick,76,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres003171,54.61,-6.05,Prestwick,4,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres004171,56.52,-5.91,Prestwick,150,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres005171,55.5,-5.09,Prestwick,103,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres006171,54.55,-3.58,Prestwick,110,Stood Down,Search (Only),"rgb(130,130,130)"
Pres007171,56.83,-5.07,Prestwick,370,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres008171,55.5,-5.09,Prestwick,105,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres009171,54.47,-3.22,Prestwick,107,Stood Down,Search (Only),"rgb(130,130,130)"
Pres010171,56.32,-4.6,Prestwick,96,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres011171,55.12,-1.48,Prestwick,35,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres012171,55.99,-4.21,Prestwick,108,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres013171,56.4,-5.47,Prestwick,213,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres014171,55.49,-5.11,Prestwick,97,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres015171,58.46,-3.09,Prestwick,374,Stood Down,Pre-arranged Transfer,"rgb(130,130,130)"
Pres016171,56.46,-5.39,Prestwick,160,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres017171,56.52,-5.91,Prestwick,140,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres018171,56.19,-4.39,Prestwick,133,Complete,Support,"rgb(130,130,130)"
Pres019171,55.42,-5.6,Prestwick,146,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres020171,56.64,-4.92,Prestwick,265,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres021171,55.58,-2.83,Prestwick,37,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres022171,56.49,-3.43,Prestwick,93,Stood Down,Search (Only),"rgb(130,130,130)"
Pres023171,56.0,-4.23,Prestwick,32,Stood Down,Search (Only),"rgb(130,130,130)"
Pres024171,55.44,-5.69,Prestwick,111,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres025171,55.02,-7.29,Prestwick,195,Stood Down,Search (Only),"rgb(130,130,130)"
Pres026171,54.83,-5.1,Prestwick,152,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres027171,56.8,-5.0,Prestwick,342,Aborted-Technical,Rescue/ Recovery,"rgb(130,130,130)"
Pres028171,55.07,-3.62,Prestwick,245,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres029171,57.02,-7.5,Prestwick,320,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres030171,56.84,-5.08,Prestwick,175,Stood Down,Pre-arranged Transfer,"rgb(130,130,130)"
Pres031171,56.85,-5.04,Prestwick,145,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres032171,56.1,-4.53,Prestwick,100,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres033171,56.22,-3.39,Prestwick,160,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres034171,56.51,-6.63,Prestwick,160,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres035171,54.41,-3.43,Prestwick,265,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres036171,56.39,-5.47,Prestwick,225,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres037171,57.03,-7.48,Prestwick,362,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres038171,55.83,-5.06,Prestwick,115,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres039171,56.83,-5.07,Prestwick,325,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres040171,54.43,-3.21,Prestwick,251,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres041171,55.87,-4.43,Prestwick,12,Stood Down,Support,"rgb(130,130,130)"
Pres042171,55.43,-5.2,Prestwick,39,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres043171,56.56,-2.56,Prestwick,321,Stood Down,Search (Only),"rgb(130,130,130)"
Pres044171,55.75,-6.29,Prestwick,198,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres045171,56.53,-5.33,Prestwick,40,Stood Down,Search (Only),"rgb(130,130,130)"
Pres046171,54.6,-3.15,Prestwick,2,Stood Down,Support,"rgb(130,130,130)"
Pres047171,55.67,-1.8,Prestwick,115,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres048171,55.9,-3.06,Prestwick,153,Aborted-Weather,Search (Only),"rgb(130,130,130)"
Pres049171,55.67,-1.83,Prestwick,9,Aborted-Technical,Rescue/ Recovery,"rgb(130,130,130)"
Pres050171,55.82,-5.05,Prestwick,97,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres051171,56.19,-5.41,Prestwick,109,Re-tasked,Search (Only),"rgb(130,130,130)"
Pres052171,55.51,-5.1,Prestwick,116,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres053171,56.18,-5.41,Prestwick,150,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres054171,56.52,-5.9,Prestwick,175,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres055171,54.9,-3.36,Prestwick,198,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres056171,55.97,-3.31,Prestwick,191,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres057171,56.45,-2.95,Prestwick,150,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres058171,55.06,-4.79,Prestwick,65,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres059171,56.39,-3.42,Prestwick,283,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres060171,56.57,-5.17,Prestwick,210,Stood Down,Rescue/ Recovery,"rgb(130,130,130)"
Pres061171,56.57,-5.17,Prestwick,180,Aborted-Weather,Rescue/ Recovery,"rgb(130,130,130)"
Pres062171,56.52,-5.91,Prestwick,223,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres063171,56.85,-5.04,Prestwick,3,Stood Down,Support,"rgb(130,130,130)"
Pres064171,56.0,-3.4,Prestwick,193,Complete (Nothing Found),Search (Only),"rgb(130,130,130)"
Pres065171,55.99,-4.42,Prestwick,96,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres066171,56.22,-4.79,Prestwick,205,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres067171,55.54,-5.12,Prestwick,20,Stood Down,Support,"rgb(130,130,130)"
Pres068171,54.58,-3.24,Prestwick,130,Complete,Rescue/ Recovery,"rgb(130,130,130)"
Pres069171,56.06,-2.73,Prestwick,205,Stood Down,Search (Only),"rgb(130,130,130)"
Pres070171,55.6,-4.72,Prestwick,68,Hoax,Search (Only),"rgb(130,130,130)"
Pres071171,56.84,-5.07,Prestwick,293,Complete,Pre-arranged Transfer,"rgb(130,130,130)"
Pres072171,56.66,-4.98,Prestwick,197,Complete,Rescue/ Recovery,"rgb(130,130,130)"
StA001171,51.87,-4.23,St Athan,110,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA002171,51.02,-4.21,St Athan,128,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
