uid,lat,long,base,duration,outcome,category,color
StA65161,51.8,-5.8,St Athan,243,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA66161,51.21,-4.34,St Athan,54,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA67161,51.97,-3.44,St Athan,170,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA68161,51.71,-5.17,St Athan,186,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA69161,49.96,-6.34,St Athan,36,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA70161,51.44,-3.61,St Athan,22,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA71161,50.95,-2.7,St Athan,137,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA72161,51.44,-2.59,St Athan,6,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA73161,51.38,-3.41,St Athan,37,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA74161,51.27,-3.98,St Athan,39,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA75161,51.62,-3.88,St Athan,117,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA76161,51.0,-4.39,St Athan,101,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA77161,52.42,-4.72,St Athan,139,Complete,Pre-arranged Transfer,"rgb(228,159,115)"
StA78161,49.86,-6.4,St Athan,80,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA79161,52.1,-3.75,St Athan,69,Stood Down,Search (Only),"rgb(228,159,115)"
StA80161,51.64,-4.84,St Athan,146,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA81161,51.93,-5.2,St Athan,180,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA82161,51.87,-3.43,St Athan,12,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA83161,51.67,-5.17,St Athan,294,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA84161,51.57,-4.28,St Athan,50,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA85161,51.6,-4.95,St Athan,162,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA86161,51.64,-4.86,St Athan,10,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA87161,51.23,-4.07,St Athan,50,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA88161,53.34,-4.68,St Athan,17,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA89161,50.2,-5.43,St Athan,31,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA90161,51.9,-6.02,St Athan,22,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA91161,50.6,-3.44,St Athan,61,Stood Down,Search (Only),"rgb(228,159,115)"
StA92161,51.58,-4.11,St Athan,97,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA93161,51.76,-4.39,St Athan,27,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA94161,51.6,-3.54,St Athan,146,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA95161,51.24,-3.81,St Athan,40,Re-tasked,Rescue/ Recovery,"rgb(228,159,115)"
StA96161,51.13,-4.25,St Athan,40,Complete (Nothing Found),Search (Only),"rgb(228,159,115)"
StA97161,49.92,-6.29,St Athan,201,Complete,Pre-arranged Transfer,"rgb(228,159,115)"
StA98161,51.77,-3.6,St Athan,53,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA99161,51.63,-4.69,St Athan,112,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA100161,52.65,-3.26,St Athan,5,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA101161,51.26,-5.17,St Athan,90,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA102161,52.14,-4.63,St Athan,122,Complete,Support,"rgb(228,159,115)"
StA103161,51.55,-3.12,St Athan,126,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA104161,52.21,-3.67,St Athan,54,Stood Down,Search (Only),"rgb(228,159,115)"
StA105161,52.3,-4.13,St Athan,48,Stood Down,Search (Only),"rgb(228,159,115)"
StA106161,52.43,-4.68,St Athan,118,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA107161,52.51,-3.34,St Athan,15,Stood Down,Support,"rgb(228,159,115)"
StA108161,51.72,-5.21,St Athan,132,Complete,Rescue/ Recovery,"rgb(228,159,115)"
StA109161,52.9,-4.39,St Athan,30,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA110161,51.97,-3.41,St Athan,32,Stood Down,Rescue/ Recovery,"rgb(228,159,115)"
StA111161,51.86,-3.69,St Athan,143,Complete,Support,"rgb(228,159,115)"
StA112161,51.11,-4.21,St Athan,139,Complete,Rescue/ Recovery,"rgb(228,159,115)"
Stor19161,57.48,-7.36,Stornoway,245,Complete,Pre-arranged Transfer,"rgb(233,190,113)"
Stor20161,57.83,-5.3,Stornoway,142,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor21161,58.2,-6.92,Stornoway,221,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor22161,56.81,-7.62,Stornoway,180,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor23161,56.46,-7.66,Stornoway,170,Complete,Support,"rgb(233,190,113)"
Stor24161,59.59,-3.75,Stornoway,285,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor25161,57.87,-6.07,Stornoway,135,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor26161,57.1,-7.5,Stornoway,179,Complete,Pre-arranged Transfer,"rgb(233,190,113)"
Stor27161,58.33,-5.63,Stornoway,188,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor28161,57.68,-5.68,Stornoway,205,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor29161,57.22,-7.02,Stornoway,125,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor30161,57.23,-6.09,Stornoway,105,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor31161,57.27,-6.15,Stornoway,102,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor32161,58.67,-6.42,Stornoway,67,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor33161,57.78,-5.27,Stornoway,92,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor34161,57.48,-7.36,Stornoway,221,Complete,Pre-arranged Transfer,"rgb(233,190,113)"
Stor35161,57.96,-5.59,Stornoway,88,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor36161,58.22,-6.38,Stornoway,8,Stood Down,Rescue/ Recovery,"rgb(233,190,113)"
Stor37161,58.49,-6.17,Stornoway,189,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor38161,57.53,-5.6,Stornoway,6,Stood Down,Rescue/ Recovery,"rgb(233,190,113)"
Stor39161,57.5,-5.5,Stornoway,190,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor40161,56.67,-4.86,Stornoway,3,Stood Down,Rescue/ Recovery,"rgb(233,190,113)"
Stor41161,57.22,-6.24,Stornoway,330,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor42161,57.59,-5.43,Stornoway,187,Re-tasked,Support,"rgb(233,190,113)"
Inve111161,57.96,-0.93,Inverness,240,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Stor44161,56.82,-7.66,Stornoway,155,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor45161,57.25,-5.47,Stornoway,383,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor46161,57.27,-5.52,Stornoway,146,Re-tasked,Search (Only),"rgb(233,190,113)"
Stor47161,57.86,-5.78,Stornoway,140,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor48161,57.25,-5.48,Stornoway,78,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor49161,57.28,-5.52,Stornoway,56,Re-tasked,Search (Only),"rgb(233,190,113)"
Stor50161,57.03,-6.2,Stornoway,185,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor51161,57.28,-5.52,Stornoway,282,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor52161,57.27,-5.52,Stornoway,211,Complete (Nothing Found),Search (Only),"rgb(233,190,113)"
Stor53161,58.38,-4.91,Stornoway,161,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor54161,58.92,-4.67,Stornoway,330,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor55161,56.28,-6.35,Stornoway,209,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor56161,57.98,-5.91,Stornoway,87,Complete,Support,"rgb(233,190,113)"
Stor57161,57.52,-5.53,Stornoway,185,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor58161,57.25,-6.2,Stornoway,164,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor59161,56.8,-5.0,Stornoway,155,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor60161,58.22,-6.32,Stornoway,104,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Stor61161,57.44,-5.68,Stornoway,139,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Sumb41161,58.46,0.84,Sumburgh,230,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Humb86161,54.57,2.29,Humberside,140,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Inve121161,58.23,1.11,Inverness,170,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Stor43161,58.12,-3.09,Stornoway,256,Complete,Rescue/ Recovery,"rgb(233,190,113)"
Sumb45161,58.12,-3.09,Sumburgh,225,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Humb95161,53.46,1.73,Humberside,131,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Sumb27161,59.9,-1.28,Sumburgh,230,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb28161,60.1,-1.3,Sumburgh,90,Complete (Nothing Found),Search (Only),"rgb(0,130,202)"
Sumb48161,60.06,-3.97,Sumburgh,120,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb30161,59.88,-1.3,Sumburgh,315,Complete,Pre-arranged Transfer,"rgb(0,130,202)"
Humb97161,53.19,2.86,Humberside,240,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Sumb32161,58.31,-1.77,Sumburgh,30,Stood Down,Rescue/ Recovery,"rgb(0,130,202)"
Sumb33161,59.6,-3.92,Sumburgh,490,Complete (Nothing Found),Search (Only),"rgb(0,130,202)"
Sumb34161,57.73,0.7,Sumburgh,30,Stood Down,Rescue/ Recovery,"rgb(0,130,202)"
Sumb50161,58.05,1.4,Sumburgh,203,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Humb99161,53.08,2.13,Humberside,177,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb100161,52.9,2.6,Humberside,20,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Sumb38161,59.25,-2.58,Sumburgh,125,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb39161,58.88,-3.39,Sumburgh,170,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb40161,60.36,-4.35,Sumburgh,160,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Humb101161,53.46,1.73,Humberside,113,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Sumb42161,60.12,-2.5,Sumburgh,70,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb43161,59.25,-2.58,Sumburgh,150,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb44161,60.1,-3.44,Sumburgh,90,Stood Down,Rescue/ Recovery,"rgb(0,130,202)"
Humb102161,53.64,0.54,Humberside,84,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Sumb46161,57.71,-3.42,Sumburgh,5,Stood Down,Rescue/ Recovery,"rgb(0,130,202)"
Sumb47161,56.95,1.81,Sumburgh,340,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Inve153161,57.01,1.84,Inverness,295,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Sumb49161,60.04,1.53,Sumburgh,95,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb52161,58.47,1.26,Sumburgh,170,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb51161,60.13,-1.16,Sumburgh,38,Stood Down,Search (Only),"rgb(0,130,202)"
Sumb53161,59.01,2.84,Sumburgh,150,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb54161,62.18,1.73,Sumburgh,175,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb55161,61.36,2.18,Sumburgh,340,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Humb110161,54.29,-2.47,Humberside,168,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Sumb56161,59.98,1.73,Sumburgh,145,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb57161,59.55,1.4,Sumburgh,105,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb58161,60.36,2.5,Sumburgh,65,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Sumb59161,61.62,1.3,Sumburgh,110,Complete,Rescue/ Recovery,"rgb(0,130,202)"
Humb113161,53.65,0.18,Humberside,89,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Caer147161,52.54,-4.07,Caernarfon,0,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer148161,54.9,-3.53,Caernarfon,193,Completed,Rescue/ Recovery,"rgb(0,153,169)"
Caer149161,53.55,-4.3,Caernarfon,93,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer150161,53.47,-4.72,Caernarfon,50,Completed,Rescue/ Recovery,"rgb(0,153,169)"
Caer151161,52.96,-3.94,Caernarfon,101,Complete,Support,"rgb(0,153,169)"
Caer152161,53.52,-4.67,Caernarfon,122,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer153161,52.73,-4.07,Caernarfon,88,Complete,Support,"rgb(0,153,169)"
Caer154161,54.14,-3.8,Caernarfon,143,Complete,Support,"rgb(0,153,169)"
Caer155161,53.01,-4.04,Caernarfon,124,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer156161,53.01,-3.16,Caernarfon,120,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer157161,52.72,-3.78,Caernarfon,121,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer158161,53.44,-3.05,Caernarfon,73,Complete,Search (Only),"rgb(0,153,169)"
Caer159161,52.69,-3.9,Caernarfon,137,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer160161,52.88,-4.4,Caernarfon,90,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer161161,54.14,-4.73,Caernarfon,127,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer162161,54.5,-2.93,Caernarfon,187,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer163161,53.28,-4.66,Caernarfon,90,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer164161,53.11,-4.01,Caernarfon,25,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer165161,53.27,-3.5,Caernarfon,10,Stood Down,Pre-arranged Transfer,"rgb(0,153,169)"
Caer166161,52.91,-4.65,Caernarfon,165,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer167161,53.66,-2.48,Caernarfon,125,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer168161,53.92,-3.0,Caernarfon,84,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer169161,53.13,-4.12,Caernarfon,86,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer170161,53.11,-4.01,Caernarfon,54,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer171161,52.88,-3.99,Caernarfon,48,Aborted-Weather,Rescue/ Recovery,"rgb(0,153,169)"
Caer172161,52.89,-4.4,Caernarfon,11,Stood Down,Search (Only),"rgb(0,153,169)"
Caer173161,53.08,-4.08,Caernarfon,75,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer174161,54.04,-2.8,Caernarfon,201,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer175161,53.54,-3.58,Caernarfon,105,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer176161,53.41,-4.62,Caernarfon,64,False Alarm,Search (Only),"rgb(0,153,169)"
Caer177161,52.86,-4.11,Caernarfon,75,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer178161,53.0,-2.22,Caernarfon,257,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer179161,53.07,-4.07,Caernarfon,74,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer180161,53.17,-3.83,Caernarfon,134,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer181161,53.85,-3.06,Caernarfon,18,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer182161,53.34,-3.91,Caernarfon,315,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer183161,54.86,-4.36,Caernarfon,262,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer184161,52.82,-4.5,Caernarfon,101,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer185161,53.06,-3.92,Caernarfon,11,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer186161,53.3,-3.86,Caernarfon,88,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer187161,53.11,-4.03,Caernarfon,213,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer188161,53.32,-4.64,Caernarfon,51,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer189161,53.08,-4.04,Caernarfon,117,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer190161,52.46,-3.84,Caernarfon,55,Aborted-Weather,Search (Only),"rgb(0,153,169)"
Caer191161,52.14,-4.86,Caernarfon,62,Complete,Support,"rgb(0,153,169)"
Caer192161,53.32,-4.68,Caernarfon,124,Complete,Support,"rgb(0,153,169)"
Caer193161,53.12,-3.99,Caernarfon,114,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer194161,53.07,-4.07,Caernarfon,54,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer195161,53.09,-4.09,Caernarfon,70,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer196161,54.13,-3.27,Caernarfon,170,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer197161,53.23,-3.18,Caernarfon,95,Aborted-Weather,Search (Only),"rgb(0,153,169)"
Caer198161,54.5,-3.17,Caernarfon,245,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer199161,52.81,-3.56,Caernarfon,80,Stood Down,Search (Only),"rgb(0,153,169)"
Caer200161,53.88,-4.93,Caernarfon,115,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer201161,51.94,-5.21,Caernarfon,75,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer202161,53.08,-4.08,Caernarfon,98,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer203161,54.84,-4.84,Caernarfon,157,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer204161,53.59,-4.58,Caernarfon,16,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer205161,53.19,-4.66,Caernarfon,57,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer206161,52.36,-4.61,Caernarfon,65,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer207161,53.12,-4.12,Caernarfon,129,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer208161,53.68,-4.5,Caernarfon,79,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer209161,53.36,-4.6,Caernarfon,29,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer210161,53.17,-4.34,Caernarfon,139,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer211161,52.99,-3.97,Caernarfon,60,Aborted-Weather,Rescue/ Recovery,"rgb(0,153,169)"
Caer212161,52.72,-4.08,Caernarfon,236,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer213161,53.07,-4.48,Caernarfon,75,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer214161,54.5,-3.44,Caernarfon,217,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer215161,53.14,-4.47,Caernarfon,63,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer216161,53.11,-4.12,Caernarfon,57,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer217161,53.07,-4.15,Caernarfon,40,Complete,Support,"rgb(0,153,169)"
Caer218161,52.7,-3.38,Caernarfon,147,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer219161,53.12,-3.89,Caernarfon,80,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer220161,53.32,-3.78,Caernarfon,41,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer221161,53.31,-3.53,Caernarfon,85,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer222161,54.17,-4.0,Caernarfon,87,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer223161,54.39,-3.12,Caernarfon,2,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer224161,53.12,-3.99,Caernarfon,42,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer225161,53.2,-4.0,Caernarfon,38,Stood Down,Search (Only),"rgb(0,153,169)"
Caer226161,52.41,-5.2,Caernarfon,17,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer227161,53.13,-4.09,Caernarfon,6,Re-tasked,Rescue/ Recovery,"rgb(0,153,169)"
Caer228161,53.1,-4.16,Caernarfon,80,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer229161,53.13,-4.09,Caernarfon,67,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer230161,53.07,-4.34,Caernarfon,30,Complete,Search (Only),"rgb(0,153,169)"
Caer231161,53.3,-3.56,Caernarfon,85,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer232161,53.09,-4.09,Caernarfon,54,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer233161,53.53,-3.58,Caernarfon,103,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer234161,52.83,-4.67,Caernarfon,27,Stood Down,Search (Only),"rgb(0,153,169)"
Caer235161,52.82,-5.35,Caernarfon,81,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer236161,53.33,-3.47,Caernarfon,6,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer237161,54.2,-4.39,Caernarfon,105,Complete (Nothing Found),Search (Only),"rgb(0,153,169)"
Caer238161,53.07,-4.07,Caernarfon,25,Complete,Support,"rgb(0,153,169)"
Caer239161,53.08,-4.08,Caernarfon,16,Complete,Support,"rgb(0,153,169)"
Caer240161,53.07,-4.07,Caernarfon,81,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer241161,53.1,-4.11,Caernarfon,76,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer242161,53.92,-3.05,Caernarfon,5,Stood Down,Search (Only),"rgb(0,153,169)"
Caer243161,53.42,-4.37,Caernarfon,116,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer244161,53.07,-4.05,Caernarfon,42,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer245161,52.84,-4.74,Caernarfon,119,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer246161,53.09,-4.01,Caernarfon,48,Aborted-Weather,Rescue/ Recovery,"rgb(0,153,169)"
Caer247161,52.95,-4.17,Caernarfon,133,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer248161,53.67,-4.67,Caernarfon,55,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer249161,52.92,-4.28,Caernarfon,23,Stood Down,Search (Only),"rgb(0,153,169)"
Caer250161,54.47,-3.2,Caernarfon,243,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer251161,53.11,-4.02,Caernarfon,82,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer252161,54.46,-1.37,Caernarfon,162,Stood Down,Search (Only),"rgb(0,153,169)"
Caer253161,53.1,-4.1,Caernarfon,96,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer254161,52.42,-4.09,Caernarfon,61,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer255161,54.0,-5.17,Caernarfon,41,Stood Down,Search (Only),"rgb(0,153,169)"
Caer256161,54.01,-4.0,Caernarfon,100,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer257161,53.0,-3.94,Caernarfon,5,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer259161,53.33,-3.78,Caernarfon,16,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer258161,53.25,-4.61,Caernarfon,190,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer260161,54.08,-4.62,Caernarfon,635,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer261161,52.13,-5.56,Caernarfon,205,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer262161,53.12,-4.32,Caernarfon,150,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer263161,52.98,-4.43,Caernarfon,158,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer264161,53.1,-4.34,Caernarfon,246,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer265161,53.25,-4.55,Caernarfon,105,Complete,Search (Only),"rgb(0,153,169)"
Caer266161,53.08,-4.08,Caernarfon,101,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer267161,52.9,-4.16,Caernarfon,23,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer268161,53.67,-4.67,Caernarfon,177,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer269161,51.55,-3.44,Caernarfon,307,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer270161,53.14,-4.0,Caernarfon,104,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer271161,53.67,-4.51,Caernarfon,39,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer272161,53.68,-5.01,Caernarfon,31,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer273161,53.67,-4.51,Caernarfon,147,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer274161,53.67,-4.5,Caernarfon,60,Complete,Support,"rgb(0,153,169)"
Caer275161,52.58,-4.09,Caernarfon,2,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer276161,52.97,-3.4,Caernarfon,85,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer277161,53.67,-4.68,Caernarfon,142,Complete,Support,"rgb(0,153,169)"
Caer278161,53.0,-4.42,Caernarfon,26,Complete,Support,"rgb(0,153,169)"
Caer279161,52.86,-3.4,Caernarfon,178,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer280161,53.2,-4.47,Caernarfon,60,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer281161,53.08,-4.09,Caernarfon,129,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer282161,53.82,-3.05,Caernarfon,88,Stood Down,Rescue/ Recovery,"rgb(0,153,169)"
Caer283161,54.22,-3.44,Caernarfon,111,Complete,Pre-arranged Transfer,"rgb(0,153,169)"
Caer284161,54.99,-2.56,Caernarfon,255,Stood Down,Search (Only),"rgb(0,153,169)"
Caer285161,53.0,-4.08,Caernarfon,65,Stood Down,Search (Only),"rgb(0,153,169)"
Caer286161,54.01,-3.99,Caernarfon,335,Complete,Support,"rgb(0,153,169)"
Caer287161,53.26,-3.98,Caernarfon,43,Complete,Rescue/ Recovery,"rgb(0,153,169)"
Caer288161,53.11,-4.0,Caernarfon,61,Complete,Rescue/ Recovery,"rgb(0,153,169)"
